,date,category,price,quantity,city
1308,2023-04-15,toys,30,4,Praga
1309,2023-06-08,home,63,5,Berlin
1310,2023-07-14,electronics,1184,2,Moscow
1311,2023-08-28,home,396,2,Minsk
1312,2023-06-03,clothes,79,4,Warsaw
1313,2023-05-11,electronics,1859,3,Berlin
1314,2023-06-10,home,328,3,Moscow
1315,2023-05-26,clothes,130,5,Warsaw
1316,2023-08-29,toys,133,4,Warsaw
1317,2023-04-25,clothes,176,2,Praga
1318,2023-07-14,books,34,5,Warsaw
1319,2023-08-12,clothes,134,5,Moscow
1320,2023-07-28,clothes,109,1,Moscow
1321,2023-09-09,books,24,4,Berlin
1322,2023-04-09,home,87,5,Berlin
1323,2023-05-30,home,132,2,Berlin
1324,2023-08-03,clothes,46,1,Warsaw
1325,2023-05-19,books,29,2,Warsaw
1326,2023-05-21,books,44,3,Praga
1327,2023-06-09,toys,125,1,Berlin
1328,2023-05-07,home,264,1,Minsk
1329,2023-05-01,electronics,1956,5,Praga
1330,2023-09-16,home,64,3,Minsk
1331,2023-06-01,home,492,5,Warsaw
1332,2023-07-02,toys,12,4,Praga
1333,2023-04-14,electronics,977,2,Praga
1334,2023-09-11,toys,129,2,Moscow
1335,2023-09-11,electronics,1175,5,Warsaw
1336,2023-06-18,clothes,164,2,Warsaw
1337,2023-04-08,electronics,1351,2,Praga
1338,2023-09-01,toys,20,4,Warsaw
1339,2023-05-06,home,225,3,Praga
1340,2023-05-18,electronics,1868,1,Moscow
1341,2023-06-24,electronics,524,5,Praga
1342,2023-04-28,books,18,5,Warsaw
1343,2023-05-21,home,99,4,Warsaw
1344,2023-07-13,clothes,173,4,Praga
1345,2023-09-17,toys,81,1,Praga
1346,2023-07-10,clothes,88,3,Praga
1347,2023-04-29,home,440,5,Berlin
1348,2023-08-05,electronics,582,4,Warsaw
1349,2023-06-21,electronics,215,5,Warsaw
1350,2023-04-10,home,488,2,Berlin
1351,2023-07-15,electronics,1045,5,Praga
1352,2023-09-14,electronics,1068,3,Moscow
1353,2023-04-01,electronics,767,3,Praga
1354,2023-05-09,toys,114,5,Praga
1355,2023-04-21,toys,141,2,Berlin
1356,2023-06-04,books,40,3,Warsaw
1357,2023-04-15,clothes,67,4,Praga
1358,2023-08-10,home,297,5,Warsaw
1359,2023-05-31,home,322,2,Minsk
1360,2023-08-26,home,160,4,Warsaw
1361,2023-08-16,books,40,5,Moscow
1362,2023-06-26,toys,79,2,Moscow
1363,2023-07-14,books,20,4,Praga
1364,2023-05-04,home,398,3,Warsaw
1365,2023-08-02,clothes,57,5,Praga
1366,2023-07-19,electronics,556,5,Berlin
1367,2023-09-23,toys,71,3,Moscow
1368,2023-05-03,toys,130,1,Praga
1369,2023-07-07,books,14,4,Berlin
1370,2023-05-31,toys,45,3,Praga
1371,2023-04-10,home,462,5,Warsaw
1372,2023-09-29,home,53,4,Warsaw
1373,2023-06-23,books,48,4,Warsaw
1374,2023-06-04,home,105,1,Warsaw
1375,2023-06-16,clothes,61,5,Minsk
1376,2023-04-01,books,40,2,Berlin
1377,2023-08-11,clothes,133,1,Berlin
1378,2023-06-19,electronics,1972,1,Warsaw
1379,2023-04-15,clothes,160,2,Minsk
1380,2023-04-28,electronics,1397,2,Warsaw
1381,2023-04-23,electronics,1478,1,Minsk
1382,2023-07-18,clothes,180,4,Warsaw
1383,2023-07-16,books,25,3,Moscow
1384,2023-08-23,home,384,3,Moscow
1385,2023-07-22,home,490,1,Praga
1386,2023-07-07,electronics,268,4,Warsaw
1387,2023-08-19,electronics,1732,2,Berlin
1388,2023-08-20,books,10,1,Praga
1389,2023-08-17,toys,76,5,Moscow
1390,2023-04-28,clothes,67,4,Warsaw
1391,2023-05-12,electronics,1171,5,Praga
1392,2023-07-08,home,466,5,Warsaw
1393,2023-05-31,books,40,1,Moscow
1394,2023-08-01,clothes,180,4,Praga
1395,2023-06-03,books,35,5,Moscow
1396,2023-05-01,clothes,168,4,Minsk
1397,2023-06-20,clothes,46,3,Moscow
1398,2023-04-10,electronics,1186,5,Warsaw
1399,2023-04-08,books,12,5,Berlin
1400,2023-08-27,books,41,4,Moscow
1401,2023-05-29,home,239,3,Berlin
1402,2023-09-25,home,145,5,Minsk
1403,2023-04-30,electronics,1607,1,Praga
1404,2023-08-23,electronics,481,4,Praga
1405,2023-04-20,toys,75,4,Berlin
1406,2023-05-18,home,445,5,Praga
1407,2023-08-08,clothes,41,3,Moscow
1408,2023-05-07,books,21,5,Berlin
1409,2023-08-07,electronics,462,2,Warsaw
1410,2023-08-10,books,47,5,Moscow
1411,2023-07-09,books,8,2,Moscow
1412,2023-05-24,toys,137,1,Moscow
1413,2023-07-31,home,342,4,Warsaw
1414,2023-04-25,electronics,493,4,Minsk
1415,2023-08-09,books,36,3,Praga
1416,2023-04-09,electronics,594,5,Berlin
1417,2023-05-04,clothes,20,1,Minsk
1418,2023-05-13,toys,51,2,Berlin
1419,2023-06-13,clothes,199,3,Praga
1420,2023-07-03,electronics,1119,1,Warsaw
1421,2023-04-22,electronics,892,1,Moscow
1422,2023-06-09,home,284,2,Moscow
1423,2023-08-08,books,21,2,Warsaw
1424,2023-07-03,books,12,4,Minsk
1425,2023-05-02,clothes,192,5,Minsk
1426,2023-07-15,toys,36,3,Berlin
1427,2023-08-22,books,22,5,Warsaw
1428,2023-04-01,home,140,3,Minsk
1429,2023-06-11,clothes,105,1,Warsaw
1430,2023-09-23,clothes,35,2,Praga
1431,2023-05-20,home,371,2,Moscow
1432,2023-08-19,toys,14,1,Moscow
1433,2023-04-15,home,131,1,Moscow
1434,2023-05-23,toys,140,3,Warsaw
1435,2023-09-19,home,268,1,Warsaw
1436,2023-04-08,home,167,3,Berlin
1437,2023-06-13,electronics,792,5,Moscow
1438,2023-05-16,clothes,89,2,Berlin
1439,2023-06-08,home,164,2,Moscow
1440,2023-07-23,home,312,2,Berlin
1441,2023-08-25,books,18,5,Berlin
1442,2023-09-13,clothes,185,5,Praga
1443,2023-08-01,books,44,4,Berlin
1444,2023-08-17,clothes,130,3,Warsaw
1445,2023-07-26,books,37,3,Berlin
1446,2023-05-13,home,92,4,Moscow
1447,2023-04-20,home,396,2,Berlin
1448,2023-08-26,electronics,1508,3,Minsk
1449,2023-04-21,books,41,3,Moscow
1450,2023-06-21,toys,142,2,Minsk
1451,2023-05-27,electronics,420,1,Moscow
1452,2023-09-25,books,36,1,Warsaw
1453,2023-06-13,books,10,4,Warsaw
1454,2023-07-07,electronics,1097,5,Warsaw
1455,2023-09-01,home,119,3,Minsk
1456,2023-09-05,books,50,3,Praga
1457,2023-07-19,home,476,4,Moscow
1458,2023-07-24,electronics,843,4,Warsaw
1459,2023-09-06,home,105,3,Moscow
1460,2023-05-12,clothes,108,2,Minsk
1461,2023-06-07,toys,146,2,Praga
1462,2023-06-09,books,7,5,Minsk
1463,2023-06-17,toys,109,3,Moscow
1464,2023-06-29,home,178,3,Praga
1465,2023-07-20,books,20,3,Praga
1466,2023-07-21,home,100,3,Minsk
1467,2023-07-12,clothes,131,4,Warsaw
1468,2023-08-23,electronics,1682,1,Moscow
1469,2023-04-19,books,30,3,Berlin
1470,2023-09-26,clothes,123,1,Berlin
1471,2023-06-09,clothes,146,2,Minsk
1472,2023-06-02,books,5,5,Moscow
1473,2023-06-14,home,395,2,Moscow
1474,2023-09-05,clothes,175,3,Minsk
1475,2023-08-31,toys,62,2,Moscow
1476,2023-07-13,clothes,92,4,Warsaw
1477,2023-06-14,home,493,1,Minsk
1478,2023-08-06,home,236,3,Warsaw
1479,2023-09-01,toys,117,4,Moscow
1480,2023-05-26,clothes,169,1,Minsk
1481,2023-04-22,home,313,4,Moscow
1482,2023-06-28,books,46,2,Minsk
1483,2023-04-19,electronics,1122,3,Moscow
1484,2023-09-06,electronics,1134,2,Warsaw
1485,2023-04-26,electronics,1946,5,Warsaw
1486,2023-09-17,clothes,44,3,Moscow
1487,2023-09-16,toys,47,2,Minsk
1488,2023-04-23,home,390,3,Berlin
1489,2023-05-17,books,28,1,Warsaw
1490,2023-04-13,books,28,3,Warsaw
1491,2023-06-05,clothes,79,3,Berlin
1492,2023-08-22,electronics,1690,1,Moscow
1493,2023-06-12,clothes,197,2,Minsk
1494,2023-09-03,toys,120,3,Moscow
1495,2023-06-16,toys,75,4,Praga
1496,2023-09-10,home,447,3,Warsaw
1497,2023-09-16,home,102,2,Praga
1498,2023-05-01,toys,115,1,Warsaw
1499,2023-06-24,toys,105,2,Warsaw
1500,2023-09-07,toys,48,5,Praga
1501,2023-09-29,clothes,187,3,Praga
1502,2023-05-29,toys,51,3,Moscow
1503,2023-05-11,books,44,1,Praga
1504,2023-07-21,electronics,1427,3,Moscow
1505,2023-07-05,toys,17,4,Moscow
1506,2023-09-29,electronics,481,4,Moscow
1507,2023-09-15,clothes,159,2,Warsaw
1508,2023-07-31,electronics,1266,1,Warsaw
1509,2023-09-03,clothes,198,5,Praga
1510,2023-09-12,books,50,2,Warsaw
1511,2023-07-14,clothes,119,1,Praga
1512,2023-06-13,clothes,82,1,Warsaw
1513,2023-09-30,home,98,2,Minsk
1514,2023-08-10,toys,124,2,Minsk
1515,2023-07-08,toys,146,3,Praga
1516,2023-08-04,books,43,5,Warsaw
1517,2023-08-16,books,5,4,Warsaw
1518,2023-09-22,toys,80,3,Moscow
1519,2023-06-14,home,56,1,Berlin
1520,2023-04-14,toys,89,5,Praga
1521,2023-05-08,home,116,5,Berlin
1522,2023-08-18,books,49,2,Berlin
1523,2023-05-15,electronics,1873,5,Praga
1524,2023-08-23,books,11,5,Warsaw
1525,2023-09-10,books,25,1,Praga
1526,2023-06-14,clothes,200,3,Berlin
1527,2023-09-16,clothes,120,5,Warsaw
1528,2023-04-29,clothes,114,2,Minsk
1529,2023-04-18,clothes,106,3,Praga
1530,2023-04-20,home,234,2,Praga
1531,2023-04-14,toys,100,5,Warsaw
1532,2023-09-09,electronics,447,3,Minsk
1533,2023-09-24,books,26,5,Minsk
1534,2023-05-24,home,408,1,Warsaw
1535,2023-05-01,electronics,448,3,Moscow
1536,2023-05-28,home,175,2,Praga
1537,2023-07-13,home,460,1,Praga
1538,2023-09-17,books,8,4,Berlin
1539,2023-08-06,toys,97,2,Warsaw
1540,2023-09-05,clothes,170,5,Berlin
1541,2023-04-25,toys,12,2,Berlin
1542,2023-04-19,books,31,4,Minsk
1543,2023-08-14,books,7,2,Praga
1544,2023-04-03,books,32,1,Berlin
1545,2023-06-25,electronics,902,2,Minsk
1546,2023-08-23,toys,90,3,Warsaw
1547,2023-08-20,toys,147,4,Berlin
1548,2023-04-09,home,482,2,Praga
1549,2023-07-03,home,399,4,Berlin
1550,2023-08-27,home,175,1,Warsaw
1551,2023-09-12,books,25,3,Berlin
1552,2023-08-17,toys,109,5,Praga
1553,2023-04-20,books,27,2,Minsk
1554,2023-05-05,electronics,1453,1,Praga
1555,2023-05-23,home,394,4,Minsk
1556,2023-09-22,books,24,4,Moscow
1557,2023-07-19,books,46,1,Praga
1558,2023-09-27,electronics,1870,2,Praga
1559,2023-08-14,clothes,48,5,Warsaw
1560,2023-04-04,toys,57,2,Berlin
1561,2023-09-02,clothes,32,3,Minsk
1562,2023-09-19,home,52,2,Minsk
1563,2023-09-15,books,6,3,Warsaw
1564,2023-07-11,electronics,215,4,Warsaw
1565,2023-05-17,electronics,805,3,Berlin
1566,2023-07-03,toys,111,5,Berlin
1567,2023-09-19,clothes,153,1,Praga
1568,2023-05-18,toys,54,3,Moscow
1569,2023-06-30,books,11,2,Berlin
1570,2023-09-27,toys,142,3,Warsaw
1571,2023-06-23,electronics,1535,4,Berlin
1572,2023-06-07,electronics,681,3,Minsk
1573,2023-08-17,home,432,5,Moscow
1574,2023-08-03,home,81,3,Praga
1575,2023-06-12,books,17,5,Minsk
1576,2023-04-04,clothes,177,2,Minsk
1577,2023-06-15,toys,34,4,Moscow
1578,2023-06-12,books,25,1,Praga
1579,2023-06-16,home,365,2,Warsaw
1580,2023-05-18,toys,68,2,Praga
1581,2023-09-01,home,262,1,Berlin
1582,2023-07-11,toys,67,3,Minsk
1583,2023-07-15,clothes,39,3,Berlin
1584,2023-06-16,books,38,3,Warsaw
1585,2023-05-09,toys,142,4,Berlin
1586,2023-05-28,electronics,921,2,Praga
1587,2023-04-19,electronics,643,5,Berlin
1588,2023-06-27,toys,66,1,Warsaw
1589,2023-07-22,toys,63,2,Warsaw
1590,2023-06-16,toys,121,3,Warsaw
1591,2023-06-16,electronics,541,1,Praga
1592,2023-04-28,electronics,503,5,Warsaw
1593,2023-06-05,toys,127,2,Minsk
1594,2023-04-10,home,487,2,Warsaw
1595,2023-08-04,home,353,4,Berlin
1596,2023-05-28,clothes,131,2,Berlin
1597,2023-08-20,books,50,2,Berlin
1598,2023-08-03,home,55,5,Praga
1599,2023-07-21,electronics,1129,5,Berlin
1600,2023-06-23,home,240,1,Praga
1601,2023-08-21,clothes,97,3,Praga
1602,2023-07-05,clothes,195,5,Warsaw
1603,2023-05-03,books,27,1,Minsk
1604,2023-08-23,home,431,2,Warsaw
1605,2023-08-30,electronics,212,1,Warsaw
1606,2023-09-05,electronics,502,1,Praga
1607,2023-08-19,toys,53,1,Praga
1608,2023-05-17,electronics,1840,1,Berlin
1609,2023-07-21,books,36,5,Berlin
1610,2023-08-22,books,30,3,Warsaw
1611,2023-05-13,electronics,953,1,Moscow
1612,2023-04-08,electronics,380,4,Moscow
1613,2023-04-03,toys,23,2,Berlin
1614,2023-08-03,electronics,1403,2,Moscow
1615,2023-04-12,toys,130,2,Berlin
1616,2023-06-23,toys,45,2,Praga
1617,2023-04-16,electronics,975,2,Warsaw
1618,2023-06-17,clothes,187,1,Minsk
1619,2023-05-29,clothes,169,3,Warsaw
1620,2023-09-24,toys,25,4,Berlin
1621,2023-06-02,electronics,1314,5,Berlin
1622,2023-05-19,clothes,139,4,Warsaw
1623,2023-05-21,electronics,452,5,Berlin
1624,2023-05-03,electronics,1283,5,Moscow
1625,2023-04-30,electronics,1489,4,Moscow
1626,2023-06-15,home,458,1,Berlin
1627,2023-04-15,electronics,230,2,Berlin
1628,2023-06-21,home,70,1,Moscow
1629,2023-07-01,toys,90,2,Berlin
1630,2023-04-23,clothes,52,3,Berlin
1631,2023-07-03,clothes,50,5,Warsaw
1632,2023-05-15,clothes,168,4,Minsk
1633,2023-06-01,clothes,55,3,Moscow
1634,2023-04-15,clothes,151,2,Warsaw
1635,2023-05-16,clothes,87,1,Minsk
1636,2023-06-03,clothes,109,4,Berlin
1637,2023-09-21,toys,141,5,Berlin
1638,2023-09-19,electronics,720,3,Warsaw
1639,2023-06-14,books,34,5,Berlin
1640,2023-09-04,home,164,2,Praga
1641,2023-05-22,books,49,5,Warsaw
1642,2023-09-29,books,8,1,Minsk
1643,2023-06-27,electronics,1548,3,Warsaw
1644,2023-05-27,electronics,708,3,Moscow
1645,2023-06-22,electronics,1460,1,Warsaw
1646,2023-06-05,clothes,42,5,Berlin
1647,2023-08-28,toys,25,1,Berlin
1648,2023-04-20,clothes,41,4,Praga
1649,2023-05-03,toys,81,1,Praga
1650,2023-06-11,toys,57,5,Praga
1651,2023-04-25,books,37,1,Minsk
1652,2023-05-16,books,42,2,Praga
1653,2023-06-12,toys,116,1,Minsk
1654,2023-07-07,toys,142,1,Praga
1655,2023-05-27,clothes,26,5,Minsk
1656,2023-06-26,clothes,70,4,Warsaw
1657,2023-08-11,books,5,4,Warsaw
1658,2023-05-25,electronics,464,5,Berlin
1659,2023-05-31,toys,91,5,Minsk
1660,2023-06-28,clothes,64,5,Moscow
1661,2023-04-08,books,7,2,Berlin
1662,2023-04-16,clothes,171,3,Warsaw
1663,2023-09-23,toys,19,1,Minsk
1664,2023-07-25,toys,82,5,Praga
1665,2023-05-31,home,353,5,Moscow
1666,2023-04-15,electronics,1386,5,Warsaw
1667,2023-08-28,home,487,4,Berlin
1668,2023-08-09,books,27,5,Minsk
1669,2023-07-11,clothes,130,1,Moscow
1670,2023-05-24,books,21,5,Minsk
1671,2023-04-14,toys,25,1,Praga
1672,2023-05-06,home,358,2,Berlin
1673,2023-07-14,home,345,3,Minsk
1674,2023-06-21,home,405,4,Warsaw
1675,2023-06-06,books,24,1,Berlin
1676,2023-04-10,toys,78,2,Warsaw
1677,2023-05-19,clothes,64,3,Minsk
1678,2023-07-20,clothes,25,3,Berlin
1679,2023-06-04,books,32,3,Warsaw
1680,2023-05-27,home,303,1,Praga
1681,2023-04-27,electronics,1676,2,Praga
1682,2023-07-22,books,43,5,Minsk
1683,2023-08-11,books,42,2,Berlin
1684,2023-06-10,toys,139,2,Moscow
1685,2023-06-22,clothes,126,2,Berlin
1686,2023-05-27,books,43,1,Praga
1687,2023-07-29,books,25,1,Warsaw
1688,2023-07-02,home,217,1,Moscow
1689,2023-04-15,home,300,2,Minsk
1690,2023-07-20,electronics,793,1,Moscow
1691,2023-07-10,toys,63,3,Minsk
1692,2023-07-28,electronics,951,1,Moscow
1693,2023-06-15,home,415,4,Minsk
1694,2023-09-05,clothes,31,1,Minsk
1695,2023-04-20,home,258,1,Moscow
1696,2023-09-12,toys,119,1,Moscow
1697,2023-08-09,home,343,1,Minsk
1698,2023-06-12,toys,16,4,Praga
1699,2023-07-31,toys,87,5,Moscow
1700,2023-05-11,toys,74,1,Berlin
1701,2023-09-14,toys,111,3,Warsaw
1702,2023-09-01,toys,110,4,Minsk
1703,2023-08-08,clothes,63,5,Minsk
1704,2023-04-23,electronics,1906,1,Warsaw
1705,2023-04-23,books,17,5,Praga
1706,2023-08-22,electronics,1271,3,Warsaw
1707,2023-04-09,toys,91,4,Moscow
1708,2023-04-13,clothes,146,4,Warsaw
1709,2023-09-03,home,258,5,Minsk
1710,2023-09-02,clothes,103,1,Warsaw
1711,2023-05-21,toys,19,2,Berlin
1712,2023-06-03,clothes,48,4,Moscow
1713,2023-05-22,clothes,67,2,Warsaw
1714,2023-05-08,toys,125,4,Minsk
1715,2023-07-09,clothes,32,1,Moscow
1716,2023-08-24,books,48,1,Minsk
1717,2023-05-21,books,43,4,Praga
1718,2023-08-15,clothes,110,5,Berlin
1719,2023-08-19,home,102,1,Praga
1720,2023-09-15,toys,101,1,Berlin
1721,2023-05-25,books,17,3,Warsaw
1722,2023-07-18,home,253,1,Moscow
1723,2023-09-18,clothes,63,3,Warsaw
1724,2023-05-14,home,205,1,Berlin
1725,2023-07-19,electronics,201,1,Berlin
1726,2023-09-08,books,41,5,Berlin
1727,2023-08-30,clothes,76,5,Minsk
1728,2023-09-11,toys,66,1,Moscow
1729,2023-08-06,clothes,53,4,Warsaw
1730,2023-07-14,toys,67,4,Warsaw
1731,2023-04-10,clothes,199,1,Praga
1732,2023-07-09,home,206,4,Berlin
1733,2023-08-26,home,84,1,Berlin
1734,2023-07-18,home,124,5,Berlin
1735,2023-07-17,electronics,1143,2,Warsaw
1736,2023-08-18,toys,42,3,Praga
1737,2023-08-24,home,420,4,Minsk
1738,2023-07-03,electronics,786,4,Moscow
1739,2023-06-02,toys,82,5,Minsk
1740,2023-06-23,clothes,97,4,Warsaw
1741,2023-04-25,electronics,1990,1,Berlin
1742,2023-04-12,books,13,1,Moscow
1743,2023-08-27,electronics,503,2,Warsaw
1744,2023-04-25,electronics,778,2,Warsaw
1745,2023-04-11,toys,128,2,Warsaw
1746,2023-06-03,clothes,191,1,Moscow
1747,2023-08-04,books,22,2,Moscow
1748,2023-05-20,home,237,2,Praga
1749,2023-06-28,home,240,1,Praga
1750,2023-07-08,electronics,1612,5,Minsk
1751,2023-07-25,toys,128,4,Moscow
1752,2023-07-05,toys,95,3,Moscow
1753,2023-09-24,home,155,1,Moscow
1754,2023-04-14,books,16,1,Praga
1755,2023-04-01,clothes,59,3,Warsaw
1756,2023-04-25,books,23,3,Berlin
1757,2023-06-11,clothes,66,2,Praga
1758,2023-06-08,home,114,3,Moscow
1759,2023-08-11,clothes,165,4,Praga
1760,2023-07-14,toys,39,4,Minsk
1761,2023-08-25,electronics,1605,4,Moscow
1762,2023-04-23,electronics,1289,4,Minsk
1763,2023-04-09,home,54,4,Moscow
1764,2023-07-27,toys,102,2,Praga
1765,2023-07-03,books,37,1,Warsaw
1766,2023-09-25,toys,103,3,Berlin
1767,2023-08-22,electronics,1841,1,Minsk
1768,2023-05-03,electronics,332,3,Praga
1769,2023-08-08,toys,94,2,Warsaw
1770,2023-04-14,toys,67,2,Praga
1771,2023-04-01,electronics,790,5,Minsk
1772,2023-06-29,books,24,5,Berlin
1773,2023-06-28,home,57,2,Praga
1774,2023-08-22,home,208,2,Moscow
1775,2023-06-29,toys,21,3,Warsaw
1776,2023-09-22,home,198,2,Praga
1777,2023-09-19,electronics,1826,1,Warsaw
1778,2023-04-14,electronics,947,3,Moscow
1779,2023-08-30,toys,42,2,Berlin
1780,2023-07-20,toys,109,3,Berlin
1781,2023-09-30,toys,24,3,Moscow
1782,2023-08-21,books,5,4,Warsaw
1783,2023-06-22,home,60,5,Praga
1784,2023-06-11,toys,64,3,Moscow
1785,2023-09-09,clothes,21,3,Minsk
1786,2023-08-08,clothes,84,4,Warsaw
1787,2023-04-27,electronics,883,2,Berlin
1788,2023-06-13,home,321,3,Moscow
1789,2023-07-08,toys,115,4,Berlin
1790,2023-06-11,clothes,165,1,Warsaw
1791,2023-04-23,home,480,4,Berlin
1792,2023-06-07,electronics,1432,5,Moscow
1793,2023-08-20,books,34,5,Warsaw
1794,2023-07-26,home,59,2,Minsk
1795,2023-07-15,home,276,2,Moscow
1796,2023-07-02,books,25,5,Praga
1797,2023-06-04,home,183,5,Moscow
1798,2023-06-07,electronics,1034,3,Warsaw
1799,2023-08-06,electronics,1008,5,Moscow
1800,2023-06-02,books,47,2,Minsk
1801,2023-07-22,toys,27,5,Minsk
1802,2023-06-29,clothes,77,2,Praga
1803,2023-06-20,toys,69,1,Berlin
1804,2023-07-12,home,137,5,Warsaw
1805,2023-09-07,clothes,46,2,Warsaw
1806,2023-07-25,books,8,4,Berlin
1807,2023-04-13,books,26,3,Minsk
1808,2023-08-02,clothes,171,2,Minsk
1809,2023-08-25,electronics,1775,5,Moscow
1810,2023-08-30,clothes,128,5,Praga
1811,2023-06-27,home,123,1,Praga
1812,2023-04-11,electronics,777,4,Praga
1813,2023-04-15,books,44,2,Moscow
1814,2023-04-10,clothes,25,4,Praga
1815,2023-05-11,toys,121,1,Berlin
1816,2023-09-02,toys,27,3,Moscow
1817,2023-06-12,home,386,4,Berlin
1818,2023-05-22,toys,111,1,Moscow
1819,2023-08-06,clothes,129,2,Praga
1820,2023-04-28,clothes,49,3,Berlin
1821,2023-06-04,toys,131,5,Berlin
1822,2023-04-17,clothes,168,1,Berlin
1823,2023-07-04,home,367,5,Moscow
1824,2023-09-19,electronics,1105,3,Warsaw
1825,2023-08-16,home,425,1,Praga
1826,2023-06-02,home,156,1,Berlin
1827,2023-09-22,clothes,160,3,Warsaw
1828,2023-05-08,electronics,1299,2,Praga
1829,2023-06-09,clothes,28,1,Praga
1830,2023-07-13,books,8,3,Berlin
1831,2023-05-23,clothes,58,4,Berlin
1832,2023-09-19,clothes,43,5,Moscow
1833,2023-07-28,clothes,144,1,Warsaw
1834,2023-06-13,electronics,1853,4,Warsaw
1835,2023-05-24,clothes,53,1,Berlin
1836,2023-04-20,electronics,1284,2,Praga
1837,2023-06-18,toys,142,3,Berlin
1838,2023-05-01,books,19,1,Praga
1839,2023-08-13,electronics,1017,3,Praga
1840,2023-05-28,toys,141,1,Berlin
1841,2023-07-14,electronics,1786,2,Minsk
1842,2023-04-10,electronics,763,2,Warsaw
1843,2023-04-10,books,43,4,Praga
1844,2023-05-09,home,57,2,Praga
1845,2023-09-03,home,418,3,Minsk
1846,2023-09-05,electronics,1268,2,Moscow
1847,2023-05-07,clothes,107,1,Minsk
1848,2023-07-28,toys,37,2,Minsk
1849,2023-06-06,clothes,138,3,Praga
1850,2023-05-13,clothes,126,1,Warsaw
1851,2023-05-22,electronics,1250,4,Minsk
1852,2023-07-10,electronics,1416,4,Moscow
1853,2023-05-26,electronics,1048,4,Berlin
1854,2023-06-15,electronics,1580,1,Minsk
1855,2023-06-07,home,111,4,Minsk
1856,2023-08-15,electronics,1285,2,Moscow
1857,2023-07-15,home,471,1,Warsaw
1858,2023-08-03,home,331,1,Minsk
1859,2023-07-01,electronics,832,1,Minsk
1860,2023-04-23,books,28,5,Warsaw
1861,2023-07-18,toys,48,3,Moscow
1862,2023-05-31,clothes,143,5,Minsk
1863,2023-09-15,home,326,5,Warsaw
1864,2023-05-14,toys,103,5,Minsk
1865,2023-08-30,books,17,3,Berlin
1866,2023-09-26,clothes,150,5,Praga
1867,2023-09-08,clothes,179,4,Berlin
1868,2023-04-16,home,212,1,Minsk
1869,2023-04-22,electronics,986,1,Moscow
1870,2023-05-27,books,18,2,Praga
1871,2023-06-01,home,225,4,Berlin
1872,2023-07-16,books,26,3,Warsaw
1873,2023-06-10,electronics,1560,1,Moscow
1874,2023-06-29,electronics,578,5,Berlin
1875,2023-06-11,home,373,2,Warsaw
1876,2023-06-09,electronics,372,2,Minsk
1877,2023-04-30,toys,28,1,Warsaw
1878,2023-07-12,clothes,83,4,Berlin
1879,2023-08-29,home,150,2,Berlin
1880,2023-05-02,books,6,1,Minsk
1881,2023-06-25,toys,75,4,Warsaw
1882,2023-05-27,home,380,1,Warsaw
1883,2023-07-18,electronics,1780,1,Minsk
1884,2023-04-09,electronics,1822,4,Warsaw
1885,2023-05-01,electronics,657,4,Minsk
1886,2023-06-10,electronics,1802,4,Moscow
1887,2023-08-15,books,9,1,Berlin
1888,2023-04-13,toys,12,2,Moscow
1889,2023-08-09,clothes,185,3,Praga
1890,2023-05-05,books,17,3,Praga
1891,2023-04-21,books,46,1,Praga
1892,2023-06-03,clothes,187,1,Minsk
1893,2023-07-04,clothes,197,2,Warsaw
1894,2023-09-27,electronics,479,4,Moscow
1895,2023-05-04,books,28,1,Moscow
1896,2023-07-30,home,66,5,Moscow
1897,2023-09-10,clothes,59,4,Moscow
1898,2023-04-15,clothes,191,1,Praga
1899,2023-07-29,toys,15,5,Moscow
1900,2023-07-05,home,243,2,Warsaw
1901,2023-04-06,home,198,5,Praga
1902,2023-07-18,clothes,138,1,Moscow
1903,2023-07-06,electronics,234,3,Minsk
1904,2023-05-02,toys,122,1,Berlin
1905,2023-09-27,home,78,3,Berlin
1906,2023-06-22,clothes,26,2,Berlin
1907,2023-09-03,home,270,2,Praga
1908,2023-07-27,toys,62,4,Moscow
1909,2023-06-18,toys,32,4,Praga
1910,2023-06-17,books,37,3,Warsaw
1911,2023-08-25,clothes,155,3,Minsk
1912,2023-07-16,toys,85,2,Minsk
1913,2023-08-04,books,50,5,Berlin
1914,2023-04-15,books,14,3,Berlin
1915,2023-08-12,home,166,3,Berlin
1916,2023-06-12,home,329,5,Moscow
1917,2023-07-10,books,30,4,Warsaw
1918,2023-07-07,home,224,4,Warsaw
1919,2023-09-13,toys,48,3,Warsaw
1920,2023-04-26,electronics,1217,4,Warsaw
1921,2023-07-01,toys,75,4,Berlin
1922,2023-08-03,books,10,4,Minsk
1923,2023-09-26,books,25,2,Berlin
1924,2023-06-12,toys,82,1,Warsaw
1925,2023-08-01,home,379,3,Berlin
1926,2023-05-23,home,85,3,Warsaw
1927,2023-06-17,books,7,2,Praga
1928,2023-07-01,clothes,189,1,Minsk
1929,2023-06-27,home,478,1,Praga
1930,2023-04-13,toys,53,2,Moscow
1931,2023-05-13,home,140,5,Berlin
1932,2023-06-15,toys,69,5,Moscow
1933,2023-05-21,books,26,1,Berlin
1934,2023-04-19,home,142,5,Praga
1935,2023-08-27,toys,92,5,Warsaw
1936,2023-07-31,books,10,5,Warsaw
1937,2023-04-24,clothes,102,1,Berlin
1938,2023-04-26,toys,86,5,Warsaw
